Sample ID,Sample Date,Beach Name,Sample Location,Enterococci Results,Units or Notes
080607BH13,2007-08-06,CONEY ISLAND WEST 16TH - WEST 27TH,Center,8,MPN/100 ml
061411GR06,2011-06-14,WHITE CROSS FISHING CLUB,Right,56,MPN/100 ml
082613GR03,2013-08-26,GERRITSEN/KIDDIE BEACH,Right,12,MPN/100 ml
060512GR06,2012-06-05,WHITE CROSS FISHING CLUB,Right,220,MPN/100 ml
042208BH04,2008-04-22,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,12,MPN/100 ml
061615GR13,2015-06-16,MANHEM BEACH CLUB,Left,92,MPN/100 ml
081910KB02,2010-08-19,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
052510KB03,2010-05-25,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,20,MPN/100 ml
060115CP13,2015-06-01,SOUTH BEACH,Left,180,MPN/100 ml
070506NG05,2006-07-05,MIDLAND BEACH,Center,4,MPN/100 ml
082506BH01,2006-08-25,SCHUYLER HILL CIVIC ASSOCIATION,Left,120,MPN/100 ml
063014CP03,2014-06-30,SI YMCA OF GREATER NEW YORK,Left,4,MPN/100 ml
090611KB06,2011-09-06,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,24,MPN/100 ml
053012GR20,2012-05-30,LOCUST POINT YACHT CLUB,Center,36,MPN/100 ml
060815GR08,2015-06-08,KINGSBOROUGH COMMUNITY COLLEGE,Center,8,MPN/100 ml
042115CP14,2015-04-21,WEST FORDHAM STREET ASSOCIATION,Center,120,MPN/100 ml
072808BH01,2008-07-28,SI YMCA OF GREATER NEW YORK,Left,12,MPN/100 ml
081209KB05,2009-08-12,MANHATTAN BEACH,Center,300,MPN/100 ml
071211GR30,2011-07-12,MANHEM BEACH CLUB,Right,12,MPN/100 ml
051711AW07,2011-05-17,ORCHARD BEACH,Left,16,MPN/100 ml
080508IM12,2008-08-05,DANISH AMERICAN BEACH CLUB,Right,12,MPN/100 ml
082410IM10,2010-08-24,CONEY ISLAND WEST 8TH - PIER,Center,8,MPN/100 ml
072505MR10,2005-07-25,GERRITSEN/KIDDIE BEACH,Left,28,MPN/100 ml
060407GR15,2007-06-04,SEAGATE BEACH - 38TH STREET,Center,300,MPN/100 ml
080309KB01,2009-08-03,SI YMCA OF GREATER NEW YORK,Left,80,MPN/100 ml
072011GR06,2011-07-20,SEAGATE BEACH - 42ND STREET,Right,8,MPN/100 ml
082713CP03,2013-08-27,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,190,MPN/100 ml
042808GR13,2008-04-28,CONEY ISLAND WEST 8TH - PIER,Center,8,MPN/100 ml
091509GR09,2009-09-15,MORRIS YACHT AND BEACH CLUB,Right,92,MPN/100 ml
042208IM01,2008-04-22,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,32,MPN/100 ml
072417MA04,2017-07-24,MANHATTAN BEACH,Left,84,MPN/100 ml
050216GR07,2016-05-02,KINGSBOROUGH COMMUNITY COLLEGE,Left,32,MPN/100 ml
051605BH10,2005-05-16,CONEY ISLAND WEST 28TH - WEST 37TH,Center,9.9,MPN/100 ml
051606EL02,2006-05-16,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,8,MPN/100 ml
072710GR20,2010-07-27,LOCUST POINT YACHT CLUB,Center,4,MPN/100 ml
082306EL02,2006-08-23,GERRITSEN/KIDDIE BEACH,Center,4,MPN/100 ml
060407BH05,2007-06-04,WOLFE'S POND PARK,Center,200,MPN/100 ml
091613GR06,2013-09-16,MORRIS YACHT AND BEACH CLUB,Right,4,MPN/100 ml
052107BH07,2007-05-21,MIDLAND BEACH,Left,4,MPN/100 ml
090705EL07,2005-09-07,ROCKAWAY BEACH 116TH - 126TH,Center,4,MPN/100 ml
091807GR02,2007-09-18,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,12,MPN/100 ml
050713KB06,2013-05-07,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,4,MPN/100 ml
091108BH06,2008-09-11,MORRIS YACHT AND BEACH CLUB,Right,20,MPN/100 ml
050112GR06,2012-05-01,WHITE CROSS FISHING CLUB,Right,340,MPN/100 ml
062409KB02,2009-06-24,SI YMCA OF GREATER NEW YORK,Center,230,MPN/100 ml
051711AW04,2011-05-17,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,3100,MPN/100 ml
081616HL22,2016-08-16,WHITE CROSS FISHING CLUB,Right,12,MPN/100 ml
070616MC07,2016-07-06,ROCKAWAY BEACH 116TH - 126TH,Center,4,MPN/100 ml
081109KB05,2009-08-11,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,8,MPN/100 ml
060513KB08,2013-06-05,MORRIS YACHT AND BEACH CLUB,Center,4,MPN/100 ml
050305TN03,2005-05-03,MORRIS YACHT AND BEACH CLUB,Right,9.9,MPN/100 ml
062612KB12,2012-06-26,MIDLAND BEACH,Right,4,MPN/100 ml
052212KB10,2012-05-22,MIDLAND BEACH,Left,28,MPN/100 ml
071414KB10,2014-07-14,WEST FORDHAM STREET ASSOCIATION,Left,4,MPN/100 ml
042412KB05,2012-04-24,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,64,MPN/100 ml
043014CP05,2014-04-30,ROCKAWAY BEACH 80TH - 95TH,Center,4,MPN/100 ml
051705TM26,2005-05-17,LOCUST POINT CIVIC ASSOCIATION,Center,10,MPN/100 ml
043007BH02,2007-04-30,WOLFE'S POND PARK,Center,60,MPN/100 ml
052405TM17,2005-05-24,WHITE CROSS FISHING CLUB,Center,68,MPN/100 ml
061912KB11,2012-06-19,MIDLAND BEACH,Center,4,MPN/100 ml
080106ZK24,2006-08-01,SCHUYLER HILL CIVIC ASSOCIATION,Right,20,MPN/100 ml
080905MR10,2005-08-09,MORRIS YACHT AND BEACH CLUB,Left,12,MPN/100 ml
060111KB02,2011-06-01,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,32,MPN/100 ml
082817MA12,2017-08-28,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
062105BH08,2005-06-21,SOUTH BEACH,Center,20,MPN/100 ml
082813GR03,2013-08-28,CEDAR GROVE,Right,4,MPN/100 ml
082613GR02,2013-08-26,GERRITSEN/KIDDIE BEACH,Center,4,MPN/100 ml
052410KB01,2010-05-24,SI YMCA OF GREATER NEW YORK,Left,780,MPN/100 ml
042015GR11,2015-04-20,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,900,MPN/100 ml
062017JA13,2017-06-20,MANHEM BEACH CLUB,Left,24,MPN/100 ml
080408BH07,2008-08-04,MIDLAND BEACH,Left,4,MPN/100 ml
062413GR06,2013-06-24,WHITE CROSS FISHING CLUB,Right,4,MPN/100 ml
071708GR01,2008-07-17,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,20,MPN/100 ml
050509IM18,2009-05-05,SCHUYLER HILL CIVIC ASSOCIATION,Right,32,MPN/100 ml
081805SI04,2005-08-18,KINGSBOROUGH COMMUNITY COLLEGE,Left,4,MPN/100 ml
051208GR10,2008-05-12,CONEY ISLAND WEST 8TH - PIER,Center,32,MPN/100 ml
070616IM17,2016-07-06,SCHUYLER HILL CIVIC ASSOCIATION,Center,4,MPN/100 ml
072015GR04,2015-07-20,MANHATTAN BEACH,Left,4,MPN/100 ml
070715GR15,2015-07-07,MANHEM BEACH CLUB,Right,4,MPN/100 ml
060517MA14,2017-06-05,SEAGATE BEACH - 42ND STREET,Left,4,MPN/100 ml
080105MR10,2005-08-01,KINGSBOROUGH COMMUNITY COLLEGE,Left,12,MPN/100 ml
061615GR17,2015-06-16,SCHUYLER HILL CIVIC ASSOCIATION,Center,20,MPN/100 ml
060616GR11,2016-06-06,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,20,MPN/100 ml
071811GR04,2011-07-18,MANHATTAN BEACH,Left,8,MPN/100 ml
072605MR12,2005-07-26,MORRIS YACHT AND BEACH CLUB,Right,20,MPN/100 ml
080210GR04,2010-08-02,MANHATTAN BEACH,Left,400,MPN/100 ml
081814GR04,2014-08-18,MANHATTAN BEACH,Left,4,MPN/100 ml
060209KB06,2009-06-02,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,40,MPN/100 ml
071415GR19,2015-07-14,LOCUST POINT YACHT CLUB,Left,28,MPN/100 ml
081710GR11,2010-08-17,CONEY ISLAND BR. 6TH - OCEAN PKWY,Center,8,MPN/100 ml
052305EL09,2005-05-23,KINGSBOROUGH COMMUNITY COLLEGE,Right,8,MPN/100 ml
081505SI01,2005-08-15,WOLFE'S POND PARK,Left,8,MPN/100 ml
081205SI02,2005-08-12,WOLFE'S POND PARK,Center,24,MPN/100 ml
042914CP21,2014-04-29,LOCUST POINT YACHT CLUB,Right,8,MPN/100 ml
071409KB04,2009-07-14,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,8,MPN/100 ml
060612GR07,2012-06-06,ROCKAWAY BEACH 126TH - 149TH,Center,8,MPN/100 ml
081506SL05,2006-08-15,MANHATTAN BEACH,Center,16,MPN/100 ml
081913GR19,2013-08-19,SEAGATE BEACH - 42ND STREET,Right,16,MPN/100 ml
070709GR16,2009-07-07,SCHUYLER HILL CIVIC ASSOCIATION,Left,8,MPN/100 ml
061515CP01,2015-06-15,CONEY ISLAND WEST 28TH - WEST 37TH,Center,250,MPN/100 ml
060805BH03,2005-06-08,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,68,MPN/100 ml
061311GR01,2011-06-13,GERRITSEN/KIDDIE BEACH,Left,52,MPN/100 ml
071806JR08,2006-07-18,KINGSBOROUGH COMMUNITY COLLEGE,Center,20,MPN/100 ml
080712KB02,2012-08-07,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,8,MPN/100 ml
050712KB01,2012-05-07,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,8,MPN/100 ml
080612GR06,2012-08-06,MANHATTAN BEACH,Right,110,MPN/100 ml
082613GR05,2013-08-26,MANHATTAN BEACH,Center,110,MPN/100 ml
053007GR03,2007-05-30,GERRITSEN/KIDDIE BEACH,Right,12,MPN/100 ml
070213GR02,2013-07-02,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,36,MPN/100 ml
071708IM01,2008-07-17,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,12,MPN/100 ml
060711KB05,2011-06-07,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,8,MPN/100 ml
072307BH23,2007-07-23,SCHUYLER HILL CIVIC ASSOCIATION,Center,8000,MPN/100 ml
072214KB15,2014-07-22,MORRIS YACHT AND BEACH CLUB,Right,4,MPN/100 ml
083011SM14,2011-08-30,CONEY ISLAND WEST 16TH - WEST 27TH,Center,16,MPN/100 ml
090606EL02,2006-09-06,GERRITSEN/KIDDIE BEACH,Center,190,MPN/100 ml
062606BH03,2006-06-26,SI YMCA OF GREATER NEW YORK,Left,56,MPN/100 ml
090507BH13,2007-09-05,AMERICAN TURNERS,Left,8,MPN/100 ml
071315CB07,2015-07-13,WOLFE'S POND PARK,Center,8,MPN/100 ml
060605EL09,2005-06-06,KINGSBOROUGH COMMUNITY COLLEGE,Right,36,MPN/100 ml
082906KB,2006-08-29,ROCKAWAY BEACH 9TH - 13TH,Center,12,MPN/100 ml
083011SG15,2011-08-30,MORRIS YACHT AND BEACH CLUB,Right,16,MPN/100 ml
060811GR07,2011-06-08,ROCKAWAY BEACH 59TH - 80TH,Center,8,MPN/100 ml
052609IM04,2009-05-26,WHITE CROSS FISHING CLUB,Left,64,MPN/100 ml
072908IM09,2008-07-29,AMERICAN TURNERS,Right,4,MPN/100 ml
071211GR35,2011-07-12,LOCUST POINT YACHT CLUB,Center,4,MPN/100 ml
070212SG09,2012-07-02,AMERICAN TURNERS,Right,20,MPN/100 ml
042511GR04,2011-04-25,MANHATTAN BEACH,Left,16,MPN/100 ml
060116IM15,2016-06-01,MANHEM BEACH CLUB,Right,160,MPN/100 ml
081610GR01,2010-08-16,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,12,MPN/100 ml
052311KB04,2011-05-23,WOLFE'S POND PARK,Left,8,MPN/100 ml
072511GR02,2011-07-25,GERRITSEN/KIDDIE BEACH,Center,900,MPN/100 ml
042716AW08,2016-04-27,CEDAR GROVE,Center,4,MPN/100 ml
082917MA10,2017-08-29,DANISH AMERICAN BEACH CLUB,Left,8,MPN/100 ml
060810GR07,2010-06-08,AMERICAN TURNERS,Left,4,MPN/100 ml
070814CP06,2014-07-08,WHITE CROSS FISHING CLUB,Right,80,MPN/100 ml
071805MR06,2005-07-18,MANHATTAN BEACH,Right,24,MPN/100 ml
071805MR05,2005-07-18,MANHATTAN BEACH,Center,12,MPN/100 ml
062606BH02,2006-06-26,SI YMCA OF GREATER NEW YORK,Center,96,MPN/100 ml
051407EL10,2007-05-14,KINGSBOROUGH COMMUNITY COLLEGE,Right,4,MPN/100 ml
051909KB11,2009-05-19,ORCHARD BEACH,Center,4,MPN/100 ml
082205BH01,2005-08-22,WOLFE'S POND PARK,Right,4,MPN/100 ml
052814CP02,2014-05-28,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,760,MPN/100 ml
061609GR04,2009-06-16,MANHATTAN BEACH,Left,8,MPN/100 ml
052708BH12,2008-05-27,SOUTH BEACH,Right,8,MPN/100 ml
042109IM17,2009-04-21,SCHUYLER HILL CIVIC ASSOCIATION,Center,320,MPN/100 ml
060607BH02,2007-06-06,WOLFE'S POND PARK,Center,8,MPN/100 ml
051313KB12,2013-05-13,MIDLAND BEACH,Right,8,MPN/100 ml
061114IM24,2014-06-11,ORCHARD BEACH,Right,8,MPN/100 ml
071706NG04,2006-07-17,MIDLAND BEACH,Left,8,MPN/100 ml
050211GR06,2011-05-02,MANHATTAN BEACH,Right,4,MPN/100 ml
053012GR17,2012-05-30,SCHUYLER HILL CIVIC ASSOCIATION,Center,36,MPN/100 ml
070606ZK11,2006-07-06,SEAGATE BEACH - 42ND STREET,Center,52,MPN/100 ml
051110KB02,2010-05-11,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,92,MPN/100 ml
042715GR07,2015-04-27,KINGSBOROUGH COMMUNITY COLLEGE,Left,4,MPN/100 ml
080306ZK02,2006-08-03,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,12,MPN/100 ml
062915GR02,2015-06-29,GERRITSEN/KIDDIE BEACH,Center,24,MPN/100 ml
061405BH09,2005-06-14,BREEZY POINT - REID AVE.,Center,4,MPN/100 ml
062315KB10,2015-06-23,WEST FORDHAM STREET ASSOCIATION,Left,420,MPN/100 ml
050305MG01,2005-05-03,ROCKAWAY BEACH 9TH - 13TH,Center,10,MPN/100 ml
052207IM27,2007-05-22,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,44,MPN/100 ml
061114IM10,2014-06-11,DANISH AMERICAN BEACH CLUB,Left,180,MPN/100 ml
042914CP14,2014-04-29,MANHEM BEACH CLUB,Center,8,MPN/100 ml
051705TM27,2005-05-17,LOCUST POINT CIVIC ASSOCIATION,Right,10,MPN/100 ml
042114GR12,2014-04-21,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
061206IM12,2006-06-12,WHITE CROSS FISHING CLUB,Right,8,MPN/100 ml
072111GR03,2011-07-21,SEAGATE BEACH - 42ND STREET,Right,8,MPN/100 ml
062606ZK06,2006-06-26,MANHATTAN BEACH,Right,16,MPN/100 ml
082211KB08,2011-08-22,CEDAR GROVE,Center,24,MPN/100 ml
042115CP15,2015-04-21,WEST FORDHAM STREET ASSOCIATION,Right,200,MPN/100 ml
060116HL04,2016-06-01,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,60,MPN/100 ml
072709KB06,2009-07-27,WOLFE'S POND PARK,Right,4,MPN/100 ml
061208KB06,2008-06-12,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
051705TM20,2005-05-17,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,9.9,MPN/100 ml
062909KB09,2009-06-29,CONEY ISLAND WEST 8TH - PIER,Center,4,MPN/100 ml
050310GR02,2010-05-03,GERRITSEN/KIDDIE BEACH,Center,100,MPN/100 ml
083016AO06,2016-08-30,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,4,MPN/100 ml
071612GR12,2012-07-16,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,40,MPN/100 ml
071910KB15,2010-07-19,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
081610GR02,2010-08-16,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,32,MPN/100 ml
070512GR03,2012-07-05,BREEZY POINT - REID AVE.,Right,20,MPN/100 ml
083010KB10,2010-08-30,SOUTH BEACH,Left,8,MPN/100 ml
061405BH01,2005-06-14,ROCKAWAY BEACH 9TH - 13TH,Center,20,MPN/100 ml
080706ZK12,2006-08-07,DANISH AMERICAN BEACH CLUB,Right,4,MPN/100 ml
070213GR12,2013-07-02,DANISH AMERICAN BEACH CLUB,Right,40,MPN/100 ml
080415CP14,2015-08-04,WEST FORDHAM STREET ASSOCIATION,Center,16,MPN/100 ml
062512KB05,2012-06-25,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,16,MPN/100 ml
082912GR02,2012-08-29,BREEZY POINT - 219TH STREET,Center,24,MPN/100 ml
090506BH09,2006-09-05,KINGSBOROUGH COMMUNITY COLLEGE,Right,36,MPN/100 ml
062209KB04,2009-06-22,WOLFE'S POND PARK,Left,40,MPN/100 ml
070207AA12,2007-07-02,SOUTH BEACH,Right,8,MPN/100 ml
062017MA02,2017-06-20,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,640,MPN/100 ml
072617JA02,2017-07-26,MANHATTAN BEACH,Center,12,MPN/100 ml
060710GR19,2010-06-07,SEAGATE BEACH - 42ND STREET,Right,4,MPN/100 ml
053017MA18,2017-05-30,SEAGATE BEACH - 38TH STREET,Center,4,MPN/100 ml
072307BH16,2007-07-23,WHITE CROSS FISHING CLUB,Left,1300,MPN/100 ml
083010GR14,2010-08-30,SEAGATE BEACH - 38TH STREET,Left,16,MPN/100 ml
082216MC12,2016-08-22,CONEY ISLAND OCEAN PKWY - WEST 8TH,Center,4,MPN/100 ml
072517NG09,2017-07-25,AMERICAN TURNERS,Right,840,MPN/100 ml
071111GR01,2011-07-11,GERRITSEN/KIDDIE BEACH,Left,4,MPN/100 ml
070511GR02,2011-07-05,GERRITSEN/KIDDIE BEACH,Center,8,MPN/100 ml
060914CP17,2014-06-09,SOUTH BEACH,Right,1200,MPN/100 ml
042108GR03,2008-04-21,GERRITSEN/KIDDIE BEACH,Right,8,MPN/100 ml
081611GR09,2011-08-16,ROCKAWAY BEACH 15TH - 22TH,Center,8,MPN/100 ml
072413CP17,2013-07-24,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,8,MPN/100 ml
061306BH08,2006-06-13,MIDLAND BEACH,Center,4,MPN/100 ml
051412GR01,2012-05-14,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Left,4,MPN/100 ml
082812KB14,2012-08-28,SOUTH BEACH,Center,20,MPN/100 ml
052008IM02,2008-05-20,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,4,MPN/100 ml
080309GR13,2009-08-03,CONEY ISLAND WEST 8TH - PIER,Center,4,MPN/100 ml
071310KB11,2010-07-13,WEST FORDHAM STREET ASSOCIATION,Center,4,MPN/100 ml
053017MA04,2017-05-30,MANHATTAN BEACH,Left,12,MPN/100 ml
082316JL04,2016-08-23,WHITE CROSS FISHING CLUB,Left,16,MPN/100 ml
082509GR09,2009-08-25,ROCKAWAY BEACH 15TH - 22TH,Center,4,MPN/100 ml
061608GR04,2008-06-16,KINGSBOROUGH COMMUNITY COLLEGE,Left,16,MPN/100 ml
061713GR17,2013-06-17,SCHUYLER HILL CIVIC ASSOCIATION,Right,4,MPN/100 ml
060611KB01,2011-06-06,SI YMCA OF GREATER NEW YORK,Left,84,MPN/100 ml
051413GR03,2013-05-14,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Right,28,MPN/100 ml
070108IM04,2008-07-01,WHITE CROSS FISHING CLUB,Left,32,MPN/100 ml
081312KB05,2012-08-13,WOLFE'S POND PARK,Center,4,MPN/100 ml
082409KB03,2009-08-24,SI YMCA OF GREATER NEW YORK,Right,8,MPN/100 ml
052207EL01,2007-05-22,GERRITSEN/KIDDIE BEACH,Left,12,MPN/100 ml
081809GR07,2009-08-18,AMERICAN TURNERS,Left,4,MPN/100 ml
071205SI01,2005-07-12,ROCKAWAY BEACH 9TH - 13TH,Center,4,MPN/100 ml
051115CP04,2015-05-11,SI YMCA OF GREATER NEW YORK,Center,36,MPN/100 ml
061208KB04,2008-06-12,MORRIS YACHT AND BEACH CLUB,Left,12,MPN/100 ml
051313GR03,2013-05-13,GERRITSEN/KIDDIE BEACH,Right,8,MPN/100 ml
081010SG03,2010-08-10,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,64,MPN/100 ml
081511KB14,2011-08-15,SOUTH BEACH,Center,500,MPN/100 ml
060815CP09,2015-06-08,CEDAR GROVE,Left,100,MPN/100 ml
060809GR04,2009-06-08,MANHATTAN BEACH,Left,8,MPN/100 ml
082013GR18,2013-08-20,SCHUYLER HILL CIVIC ASSOCIATION,Right,28,MPN/100 ml
082515CP04,2015-08-25,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Left,4,MPN/100 ml
090506KB05,2006-09-05,MIDLAND BEACH,Center,16,MPN/100 ml
071310KB15,2010-07-13,MORRIS YACHT AND BEACH CLUB,Right,8,MPN/100 ml
081313CP03,2013-08-13,DOUGLASTON HOMEOWNERS ASSOCIATION,Right,20,MPN/100 ml
060214CP04,2014-06-02,SI YMCA OF GREATER NEW YORK,Center,120,MPN/100 ml
082311GR08,2011-08-23,AMERICAN TURNERS,Center,8,MPN/100 ml
062209GR09,2009-06-22,KINGSBOROUGH COMMUNITY COLLEGE,Right,8,MPN/100 ml
083111KB11,2011-08-31,GERRITSEN/KIDDIE BEACH,Center,36,MPN/100 ml
060215CP26,2015-06-02,WEST FORDHAM STREET ASSOCIATION,Center,32,MPN/100 ml
051507BH01,2007-05-15,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,110,MPN/100 ml
070815CP04,2015-07-08,ROCKAWAY BEACH 59TH - 80TH,Center,4,MPN/100 ml
050211GR17,2011-05-02,SEAGATE BEACH - 42ND STREET,Left,8,MPN/100 ml
061510GR18,2010-06-15,SCHUYLER HILL CIVIC ASSOCIATION,Right,36,MPN/100 ml
082917KB11,2017-08-29,WEST FORDHAM STREET ASSOCIATION,Center,4,MPN/100 ml
051705TM23,2005-05-17,SCHUYLER HILL CIVIC ASSOCIATION,Center,9.9,MPN/100 ml
081009KB01,2009-08-10,SI YMCA OF GREATER NEW YORK,Left,200,MPN/100 ml
052112GR18,2012-05-21,SCHUYLER HILL CIVIC ASSOCIATION,Right,8,MPN/100 ml
042115GR19,2015-04-21,LOCUST POINT YACHT CLUB,Left,160,MPN/100 ml
071905MR10,2005-07-19,MORRIS YACHT AND BEACH CLUB,Left,4,MPN/100 ml
050305MK02,2005-05-03,ROCKAWAY BEACH 15TH - 22TH,Center,9.9,MPN/100 ml
080415GR12,2015-08-04,DANISH AMERICAN BEACH CLUB,Right,28,MPN/100 ml
053111KB11,2011-05-31,MIDLAND BEACH,Center,8,MPN/100 ml
081114GR15,2014-08-11,SEAGATE BEACH - 38TH STREET,Center,36,MPN/100 ml
051809GR14,2009-05-18,SEAGATE BEACH - 38TH STREET,Left,4,MPN/100 ml
072407GR06,2007-07-24,MANHATTAN BEACH,Right,20,MPN/100 ml
083111AA07,2011-08-31,WOLFE'S POND PARK,Left,12,MPN/100 ml
062607KB07,2007-06-26,SOUTH BEACH,Right,4,MPN/100 ml
060116HL12,2016-06-01,MORRIS YACHT AND BEACH CLUB,Right,20,MPN/100 ml
052615CP05,2015-05-26,SI YMCA OF GREATER NEW YORK,Right,80,MPN/100 ml
072211GR07,2011-07-22,CONEY ISLAND WEST 8TH - PIER,Center,12,MPN/100 ml
083111AA10,2011-08-31,CEDAR GROVE,Left,94,MPN/100 ml
062816JL09,2016-06-28,AMERICAN TURNERS,Right,8,MPN/100 ml
061212KB07,2012-06-12,CEDAR GROVE,Left,12,MPN/100 ml
060809GR09,2009-06-08,KINGSBOROUGH COMMUNITY COLLEGE,Right,12,MPN/100 ml
082812KB13,2012-08-28,SOUTH BEACH,Left,4,MPN/100 ml
071607BH02,2007-07-16,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,28,MPN/100 ml
073106NG02,2006-07-31,SOUTH BEACH,Center,20,MPN/100 ml
070611KB08,2011-07-06,WEST FORDHAM STREET ASSOCIATION,Center,8,MPN/100 ml
050305TM22,2005-05-03,LOCUST POINT CIVIC ASSOCIATION,Left,10,MPN/100 ml
082807GR13,2007-08-28,SEAGATE BEACH - 38TH STREET,Right,72,MPN/100 ml
052709GR01,2009-05-27,GERRITSEN/KIDDIE BEACH,Left,64,MPN/100 ml
062413GR18,2013-06-24,SCHUYLER HILL CIVIC ASSOCIATION,Right,16,MPN/100 ml
043012GR04,2012-04-30,MANHATTAN BEACH,Left,8,MPN/100 ml
090111GR02,2011-09-01,TRINITY DANISH YOUNG PEOPLE'S SOCIETY,Center,16,MPN/100 ml
051606EL18,2006-05-16,SEAGATE BEACH - 38TH STREET,Right,4,MPN/100 ml
070511KB17,2011-07-05,CONEY ISLAND WEST 28TH - WEST 37TH,Center,4,MPN/100 ml
062408BH04,2008-06-24,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,60,MPN/100 ml
052708BH03,2008-05-27,SI YMCA OF GREATER NEW YORK,Right,32,MPN/100 ml
062805MG09,2005-06-28,SCHUYLER HILL CIVIC ASSOCIATION,Right,132,MPN/100 ml
042815GR14,2015-04-28,MANHEM BEACH CLUB,Center,12,MPN/100 ml
053007IM20,2007-05-30,MANHEM BEACH CLUB,Center,4,MPN/100 ml
052008BH04,2008-05-20,DOUGLASTON HOMEOWNERS ASSOCIATION,Left,8,MPN/100 ml
052312GR10,2012-05-23,ROCKAWAY BEACH 80TH - 95TH,Center,4,MPN/100 ml
091108BH02,2008-09-11,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,8,MPN/100 ml
051605BH11,2005-05-16,CONEY ISLAND WEST 16TH - WEST 27TH,Center,9.9,MPN/100 ml
052217JA13,2017-05-22,MIDLAND BEACH,Center,8,MPN/100 ml
070108BH09,2008-07-01,MORRIS YACHT AND BEACH CLUB,Right,44,MPN/100 ml
082707BH10,2007-08-27,DANISH AMERICAN BEACH CLUB,Left,4,MPN/100 ml
071105LH01,2005-07-11,MANHEM BEACH CLUB,Left,4,MPN/100 ml
082012GR09,2012-08-20,AMERICAN TURNERS,Right,52,MPN/100 ml
050812KB12,2012-05-08,MIDLAND BEACH,Right,8,MPN/100 ml
080409KB02,2009-08-04,DOUGLASTON HOMEOWNERS ASSOCIATION,Center,28,MPN/100 ml
091112KB06,2012-09-11,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Right,12,MPN/100 ml
080712KB05,2012-08-07,WHITESTONE BOOSTER CIVIC  ASSOCIATION,Center,4,MPN/100 ml
070212AA06,2012-07-02,WOLFE'S POND PARK,Right,8,MPN/100 ml
050216GR09,2016-05-02,KINGSBOROUGH COMMUNITY COLLEGE,Right,20,MPN/100 ml
090506BH06,2006-09-05,MANHATTAN BEACH,Right,12,MPN/100 ml
082707GR01,2007-08-27,GERRITSEN/KIDDIE BEACH,Left,120,MPN/100 ml
090215SM05,2015-09-02,ROCKAWAY BEACH 80TH - 95TH,Center,36,MPN/100 ml
